transport
c2h5cho      2   435.200   4.662   2.7   0.0    1.0
nc7h16       2   459.600   6.253   0.0   0.0    1.0 
c7h15        2   459.600   6.253   0.0   0.0    1.0 
c7h15o2      2   561.000   6.317   1.7   0.0    1.0  
c7h14ooh     2   561.000   6.317   1.7   0.0    1.0    
c7h14        2   457.800   6.173   0.3   0.0    1.0   
c7h14ooho2   2   600.600   7.229   1.8   0.0    1.0    
nc7ket       2   581.300   6.506   2.0   0.0    1.0  
c7h14o       2   511.500   6.297   0.0   0.0    1.0 
nc3h7cho     2   464.200   5.009   2.6   0.0    1.0  
nc8h18       2   612.840   6.270   0.0  15.9    1.0
c8h17        2   612.840   6.270   0.0  15.9    1.0
c8h17o2      2   666.706  10.310   0.0   0.0    1.0
c8h16ooh     2   666.706  10.310   0.0   0.0    1.0
c8h16ooho2   2   748.335  10.310   0.0   0.0    1.0
nc8ket       2   705.795  10.310   0.0   0.0    1.0
c8h16        2   574.115   5.964   0.0  25.84   1.0
c8h16o       2   620.259  10.310   0.0   0.0    1.0
nc4h9cho     2   476.000   5.778   2.6   0.0    1.0     
nc9h20       2   620.371   6.206   0.0  32.05   1.0
c9h19        2   617.533   6.191   0.0  30.54   1.0
c9h19o2      2   703.339  10.310   0.0   0.0    1.0
c9h18ooho2   2   782.145  10.310   0.0   0.0    1.0
c9h18ooh     2   703.339  10.310   0.0   0.0    1.0
c9h18        2   614.686  10.310   0.0   0.0    1.0
nc9ket       2   741.011  10.310   0.0   0.0    1.0
c9h18o       2   658.736  10.310   0.0   0.0    1.0
nc5h11cho    2   498.600   6.009   2.0   0.0    1.0 
nc10h22      2   658.870   6.400   0.0  35.24   1.0
c10h21       2   656.154   6.387   0.0  33.73   1.0
c10h21o2     2   738.640  10.310   0.0   0.0    1.0
c10h20ooh    2   738.640  10.310   0.0   0.0    1.0
c10h20       2   653.429   6.373   0.0  32.22   1.0
c10h20ooho2  2   814.929  10.310   0.0   0.0    1.0
nc10ket      2   775.054  10.310   0.0   0.0    1.0
c10h20o      2   695.675  10.310   0.0   0.0    1.0
nc6h13cho    2   579.940  10.310   0.0   0.0    1.0
nc11h24      2   754.200   6.800   0.0  21.03   1.0      
c11h23       2   754.200   6.800   0.0  21.03   1.0       
c11h23o2     2   772.735  10.310   0.0   0.0    1.0
c11h22ooh    2   772.735  10.310   0.0   0.0    1.0
c11h22ooho2  2   846.762  10.310   0.0   0.0    1.0
c11h22       2   690.575   6.556   0.0  35.41   1.0
nc11ket      2   808.047  10.310   0.0   0.0    1.0
c11h22o      2   731.246  10.310   0.0   0.0    1.0
nc7h15cho    2   620.259  10.310   0.0   0.0    1.0
nc12h26      2   789.160   7.060   0.0  22.75   1.0      
c12h25       2   789.160   7.060   0.0  22.75   1.0     
c12h25o2     2   805.797  10.310   0.0   0.0    1.0
c12h24ooh    2   805.797  10.310   0.0   0.0    1.0
c12h24       2   726.328   6.728   0.0  38.6    1.0
c12h24ooho2  2   877.772  10.310   0.0   0.0    1.0
nc12ket      2   840.068  10.310   0.0   0.0    1.0
c12h24o      2   765.580  10.310   0.0   0.0    1.0
nc8h17cho    2   658.736  10.310   0.0   0.0    1.0
nc13h28      2   826.520   7.270   0.0  24.71   1.0     
c13h27       2   826.520   7.270   0.0  24.71   1.0      
c13h27o2     2   837.905  10.310   0.0   0.0    1.0
c13h26ooh    2   837.905  10.310   0.0   0.0    1.0
c13h26ooho2  2   908.008  10.310   0.0   0.0    1.0
c13h26       2   844.400   7.101   0.0  24.37   1.0 
nc13ket      2   871.252  10.310   0.0   0.0    1.0
c13h26o      2   798.858  10.310   0.0   0.0    1.0
nc9h19cho    2   695.675  10.310   0.0   0.0    1.0
nc14h30      2   857.180   7.480   0.0  26.56   1.0     
c14h29       2   857.180   7.480   0.0  26.56   1.0
c14h29o2     2   869.145  10.310   0.0   0.0    1.0
c14h28ooh    2   869.145  10.310   0.0   0.0    1.0
c14h28ooho2  2   937.512  10.310   0.0   0.0    1.0
c14h28       2   878.890   7.320   0.0  26.22   1.0 
nc14ket      2   901.647  10.310   0.0   0.0    1.0
c14h28o      2   831.160  10.310   0.0   0.0    1.0
nc10h21cho   2   731.245  10.310   0.0   0.0    1.0
nc15h32      2   904.870   7.580   0.0  28.41   1.0      
c15h31       2   904.870   7.580   0.0  28.41   1.0       
c15h31o2     2   899.570  10.310   0.0   0.0    1.0
c15h30ooh    2   899.570  10.310   0.0   0.0    1.0
c15h30ooho2  2   966.378  10.310   0.0   0.0    1.0
c15h30       2   925.020   7.380   0.0  28.07   1.0 
nc15ket      2   931.297  10.310   0.0   0.0    1.0
c15h30o      2   862.577  10.310   0.0   0.0    1.0
nc11h23cho   2   765.580  10.310   0.0   0.0    1.0
nc16h34      2   938.920   7.730   0.0  30.26   1.0      
c16h33       2   938.920   7.730   0.0  30.26   1.0        
c16h33o2     2   929.289  10.310   0.0   0.0    1.0
c16h32ooh    2   929.289  10.310   0.0   0.0    1.0
c16h32ooho2  2   994.632  10.310   0.0   0.0    1.0
c16h32       2   943.770   7.700   0.0  29.92   1.0 
nc16ket      2   960.299  10.310   0.0   0.0    1.0
c16h32o      2   893.166  10.310   0.0   0.0    1.0
nc12h25cho   2   798.857  10.310   0.0   0.0    1.0
nc17h36      2   966.830   7.870   0.0  32.11   1.0       
c17h35       2   966.830   7.870   0.0  32.11   1.0        
c17h34       2   996.690   7.700   0 0  31.77   1.0 
c17h35o2     2   958.335  10.310   0.0   0.0    1.0
c17h34ooh    2   958.335  10.310   0.0   0.0    1.0
c17h34ooho2  2  1022.317  10.310   0.0   0.0    1.0
c17h34o      2   923.034  10.310   0.0   0.0    1.0
nc17ket      2   988.680  10.310   0.0   0.0    1.0
nc13h27cho   2   831.160  10.310   0.0   0.0    1.0
nc18h38      2  1030.940   7.850   0.0  33.96   1.0   
c18h37       2  1030.940   7.850   0.0  33.96   1.0   
c18h36       2  1051.920   7.710   0.0  33.62   1.0 
c18h37o2     2   986.737  10.310   0.0   0.0    1.0
c18h36ooh    2   986.737  10.310   0.0   0.0    1.0
c18h36ooho2  2  1049.451  10.310   0.0   0.0    1.0
c18h36o      2   952.219  10.310   0.0   0.0    1.0
nc18ket      2  1016.483  10.310   0.0   0.0    1.0
nc14h29cho   2   862.577  10.310   0.0   0.0    1.0
nc19h40      2  1047.050   8.150   0.0  35.81   1.0       
c19h39       2  1047.050   8.150   0.0  35.81   1.0      
c19h38       2  1059.870   7.980   0.0  35.47   1.0   
c19h39o2     2  1014.578  10.310   0.0   0.0    1.0
c19h38ooh    2  1014.578  10.310   0.0   0.0    1.0
c19h38ooho2  2  1076.104  10.310   0.0   0.0    1.0
c19h38o      2   980.750  10.310   0.0   0.0    1.0
nc19ket      2  1043.726  10.310   0.0   0.0    1.0
nc15h31cho   2   893.166  10.310   0.0   0.0    1.0
nc20h42      2  1065.700   8.390   0.0  37.66   1.0        
c20h41       2  1065.700   8.390   0.0  37.66   1.0       
c20h41o2     2  1041.877  10.310   0.0   0.0    1.0
c20h40ooh    2  1041.877  10.310   0.0   0.0    1.0
c20h40       2  1064.480   8.280   0.0  37.32   1.0    
c20h40ooho2  2  1102.288  10.310   0.0   0.0    1.0
nc20ket      2  1070.483  10.310   0.0   0.0    1.0
c20h40o      2  1008.711  10.310   0.0   0.0    1.0
nc16h33cho   2   923.034  10.310   0.0   0.0    1.0
nc16h33co    2   920.908  10.310   0.0   0.0    1.0
nc15h31co    2   890.988  10.310   0.0   0.0    1.0
nc14h29co    2   860.343  10.310   0.0   0.0    1.0
nc13h27co    2   828.865  10.310   0.0   0.0    1.0
nc12h25co    2   796.495  10.310   0.0   0.0    1.0
nc11h23co    2   763.168  10.310   0.0   0.0    1.0
nc10h21co    2   728.727  10.310   0.0   0.0    1.0
nc9h19co     2   693.064  10.310   0.0   0.0    1.0
nc8h17co     2   656.045  10.310   0.0   0.0    1.0
nc7h15co     2   617.420  10.310   0.0   0.0    1.0
nc6h13co     2   576.959  10.310   0.0   0.0    1.0
nc5h11co     2   498.600   6.009   2.0   0.0    1.0
nc4h9co      2   489.100   5.494   0.0  15.81   1.0
nc3h7co      2   440.598   5.208   0.0  12.62   1.0
c2h5co       2   424.600   4.820   0.0   0.0    1.0
ch3co        2   436.000   3.970   0.0   0.0    2.0
end
